Data,Descrizione,Fonte,Denominazione,Ente,Documento,Note
5/10/05,"Area Programmazione, Governance e Marketing territoriale - AREA PROGRAMMAZIONE, GOVERNANCE E MARKETING TERRITORIALE - centro Ricerche ed Alta Formazione S.r.l.: Costituzione della Società Centro Ricerche ed Alta Formazione S.r.l. - Approvazione di piano economico finanziario, atto costitutivo e statuto",http://www3.provincia.prato.it/w2d3/internet/cache/provprato/internet2/index.html?fldid=63&dbfldid=188&numero=&tipo=&anno=2005&oggetto=,Indice atti,Provincia di Prato,https://archive.org/details/dcp2005_64/,Creazione del Creaf
24/7/06,"[Area Programmazione, Governance e Marketing territoriale] - Centro ricerche ed Alta Formazione, C.R.e.A.F. S.r.l - Anticipazione Finanziaria - Indirizzi. ",http://www3.provincia.prato.it/w2d3/internet/cache/provprato/internet2/index.html?fldid=63&dbfldid=188&numero=&tipo=&anno=2006&oggetto=,Indice atti,Provincia di Prato,https://archive.org/details/Dgp20061531/,Anticipazione finanziaria
26/2/07,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2007DG00000000208,Atti della Giunta Regionale,Regione Toscana,,
21/12/07,"[Direzione Generale] - Centro ricerche ed Alta Formazione, CReAF SRL - Anticipazione Finanziaria – Indirizzi. ",http://www3.provincia.prato.it/w2d3/internet/cache/provprato/internet2/index.html?fldid=63&dbfldid=188&numero=&tipo=&anno=2007&oggetto=,Indice atti,Provincia di Prato,https://archive.org/details/Dgp20072602/,Anticipazione finanziaria
3/3/08,"[Area Programmazione, Governance e Marketing territoriale] - Centro ricerche e alta formazione CREAF srl - Integrazione anticipazione Finanziaria – Indirizzi.",http://www3.provincia.prato.it/w2d3/internet/cache/provprato/internet2/index.html?fldid=63&dbfldid=188&numero=&tipo=&anno=2008&oggetto=,Indice atti,Provincia di Prato,https://archive.org/details/Dgp20080535/,Integrazione Anticipazione Finanziaria
29/10/08,Area Servizi Istituzionali - INTERROGAZIONE presentata dal Capogruppo di Forza Italia verso il PDL Riccardo Bini sui lavori relativi all’immobile di proprietà della Società CREAF.,http://www3.provincia.prato.it/w2d3/internet/cache/provprato/internet2/index.html?fldid=63&dbfldid=188&numero=&tipo=&anno=2008&oggetto=,Indice atti,Provincia di Prato,https://archive.org/details/dcp68_2008c,
29/12/08,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2008DG00000001580,Atti della Giunta Regionale,Regione Toscana,,
6/2/09,Il consiglio definisce gli indirizzi per gli enti partecipati,http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14200900000105,Comunicati Stampa,Comune di Prato,,
13/2/09,"Comune e Partecipate,  dove sarà mantenuta la partecipazione",http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14200900000131,Comunicati Stampa,Comune di Prato,,
9/3/09,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2009DG00000000211,Atti della Giunta Regionale,Regione Toscana,,
17/3/09,"Ai nastri di partenza l'operazione ex Banci, ma non solo",http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14200900000239,Comunicati Stampa,Comune di Prato,,
22/4/09,Via libera all'unanimità a due nuovi impianti sportivi,http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14200900000382,Comunicati Stampa,Comune di Prato,,
25/5/09,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2009DG00000000567,Atti della Giunta Regionale,Regione Toscana,,
14/7/09,Il sindaco conferisce le deleghe agli assessori,http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14200900000557,Comunicati Stampa,Comune di Prato,,
27/7/09,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2009DG00000000877,Atti della Giunta Regionale,Regione Toscana,,
1/3/10,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2010DG00000000269,Atti della Giunta Regionale,Regione Toscana,,
18/05/11,"Ordine del Giorno presentato dai Consiglieri Attucci, Bonacchi, Cocci, Conte, Luchetti, Mugnaioni, Toccafondi del Gruppo Consiliare PDL (Popolo della LibertÃ ) e dal Consigliere Santini del Gruppo Consiliare Lega Nord in merito al futuro del CREAF",https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201102102,Albo Pretorio,Provincia di Prato,https://archive.org/details/1307452188201105182710,
4/10/11,Centro Ricerche ed Alta Formazione Creaf srl Anticipazione finanziaria Accertamento interessi attivi su anticipazione e penali al 30/09/2011,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201104549,Albo Pretorio,Provincia di Prato,https://archive.org/details/2011100432153Principale/,
11/11/11,"Centro di Ricerca fra Toscana e Cina con sede a Prato, nessun coinvolgimento del sindaco Roberto Cenni",http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14201100001627,Comunicati Stampa,Comune di Prato,,
6/12/11,Creaf srl Anticipazione finanziaria Accertamento interessi attivi su anticipazione e penali al 31/12/2011,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201105708,Albo Pretorio,Provincia di Prato,https://archive.org/details/2011120642933Principale/,
27/12/11,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2011DG00000001644,Atti della Giunta Regionale,Regione Toscana,,
27/2/12,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2012DG00000000206,Atti della Giunta Regionale,Regione Toscana,,
13/03/12,Centro Ricerca ed Alta Formazione Creaf srl Anticipazione finanziaria - Accertamento interessi attivi su anticipazione e penali al 31/03/2012,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201201133,Albo Pretorio,Provincia di Prato,https://archive.org/details/201203139193Principale/,
27/06/12,Centro Ricerche ed Alta Formazione Creaf srl Anticipazione finanziaria - Accertamento interessi attivi su anticipazione e penali al 30/06/2012,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201202642,Albo Pretorio,Provincia di Prato,https://archive.org/details/2012062722383Principale/,
14/09/12,Centro Ricerche ed Alta Formazione Creaf srl anticipazione finanziaria accertamento interessi attivi su anticipazione e penali al 30/09/2012,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201203586,Albo Pretorio,Provincia di Prato,https://archive.org/details/2012091430923Principale/,
3/12/12,Centro Ricerche ed Alta Formazione Creaf srl Anticipazione Finanziaria Accertamento interessi attivi su anticipazione e penali al 31/12/2012,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201204785,Albo Pretorio,Provincia di Prato,https://archive.org/details/2012120342163Principale/,
17/12/12,"Patti per lo sviluppo locale (PASL) ex art. 12bis della L.R. 49/99 ""Norme in materia di programmazione regionale"". Approvazione dei patti ai fini della sottoscrizione con le Amministrazioni Provinciali toscane e il Circondario Empolese Valdelsa.Delibera n. 149 del 26/02/2007 - Allegato: 4-PASL PRATO:... II lotto Centro per la ricerca e l'Alta formazione (Provincia di Prato) Provincia di Prato, Comuni del territorio, CREAF Srl Sviluppo del trasferimento ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale      ",http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2012DG00000001616,Atti della Giunta Regionale,Regione Toscana,,
17/12/12,Costituzione del centro di ricerca italo-cinese di cui alla DGR 1258/2011. Approvazione del progetto esecutivo e prenotazione di spesa.Delibera n. 1138 del 17/12/2012 - Allegato: A-progetto esecutivo:... I consorziati fondatori sono: • CREAF- quota pari al 50% ... Ltd • CREAF Il membri del Comitato Direttivo verranno nominati con durata di 4 anni. ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale (PBURT/BD),http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2012DG00000001616,Atti della Giunta Regionale,Regione Toscana,,
22/01/13,Archivio e Protocollo â€“ Inventario beni mobili provinciali. Concessione di arredi a CReAF srl in comodato d'uso a titolo gratuito,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201300163,Albo Pretorio,Provincia di Prato,https://archive.org/details/1358956676201301221520/,
13/03/13,Centro ricerche ed alta formazione Creaf srl Anticipazione finanziaria Accertamento interessi attivi su anticipazione e penali al 31/03/2013,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201300922,Albo Pretorio,Provincia di Prato,https://archive.org/details/201303138033Principale/,
29/5/13,"""Serve chiarezza per uscire dalla crisi del settore tessile""",http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14201300000791,Comunicati Stampa,Comune di Prato,,
22/06/13,Società partecipate – anno 2013,https://trasparenza.provincia.prato.it/wp-content/uploads/2013/06/CREAF2013.pdf,Amministrazione Trasparente,Provincia di Prato,https://archive.org/details/CREAF2013.pdf,
24/06/13,Centro Ricerche ed Alta Formazione Creaf srl Anticipazione finanziaria Accertamento interessi attivi su anticipazione e penali al 30/06/2013,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201302411,Albo Pretorio,Provincia di Prato,https://archive.org/details/2013062421513Principale/,
2/7/13,"""Senza reciprocità di rapporti import-export tra Cina e Italia saremo sempre svantaggiati""",http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14201300000977,Comunicati Stampa,Comune di Prato,,
8/7/13,Costituzione del centro di ricerca italo-cinese di cui alla DGR 1258/2011. Approvazione del progetto esecutivo e prenotazione di spesa.Delibera n. 1138 del 17/12/2012 - Allegato: A-progetto esecutivo:... I consorziati fondatori sono: • CREAF- quota pari al 50% ... Ltd • CREAF Il membri del Comitato Direttivo verranno nominati con durata di 4 anni. ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale (PBURT/BD),http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2013DG00000000568,Atti della Giunta Regionale,Regione Toscana,,
09/09/13,Centro Ricerche ed Alta formazione Creaf srl Anticipazione finanziaria accertamento interessi attivi su anticipazione e penali al 30/9/2013,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201303348,Albo Pretorio,Provincia di Prato,https://archive.org/details/2013090929763Principale/,
1/10/13,"""Commenti squilibrati sugli equilibri di bilancio""",http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14201300001407,Comunicati Stampa,Comune di Prato,,
14/11/13,Costituzione del centro di ricerca italo-cinese di cui alla DGR 1258/2011. Approvazione del progetto esecutivo e prenotazione di spesa.Delibera n. 1138 del 17/12/2012 - Allegato: A-progetto esecutivo:... I consorziati fondatori sono: • CREAF- quota pari al 50% ... Ltd • CREAF Il membri del Comitato Direttivo verranno nominati con durata di 4 anni. ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale (PBURT/BD),http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2013DG00000001232,Atti della Giunta Regionale,Regione Toscana,,
10/12/13,Centro Ricerche ed Alta Formazione Creaf srl Anticipazione finanziaria accertamento interessi attivi su anticipazione e penali al 31/12/2013,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201304986,Albo Pretorio,Provincia di Prato,https://archive.org/details/2013121045043Principale,
16/12/13,Costituzione del centro di ricerca italo-cinese di cui alla DGR 1258/2011. Approvazione del progetto esecutivo e prenotazione di spesa.Delibera n. 1138 del 17/12/2012 - Allegato: A-progetto esecutivo:... I consorziati fondatori sono: • CREAF- quota pari al 50% ... Ltd • CREAF Il membri del Comitato Direttivo verranno nominati con durata di 4 anni. ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale (PBURT/BD),http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2013DG00000001470,Atti della Giunta Regionale,Regione Toscana,,
13/1/14,"Centro Studi Arti Visive e Creaf, l'intervento del consigliere Federico Lorusso",http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14201400000052,Comunicati Stampa,Comune di Prato,,
29/1/14,"Baldi: ""Con Cenni senza se e senza ma""",http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14201400000129,Comunicati Stampa,Comune di Prato,,
17/2/14,«Dalla Regione attendiamo risposte chiare e la compensazione di insufficienze e criticità»,http://comunicati.comune.prato.it/generali/?action=dettaglio&comunicato=14201400000225,Comunicati Stampa,Comune di Prato,,
24/2/14,Costituzione del centro di ricerca italo-cinese di cui alla DGR 1258/2011. Approvazione del progetto esecutivo e prenotazione di spesa.Delibera n. 1138 del 17/12/2012 - Allegato: A-progetto esecutivo:... I consorziati fondatori sono: • CREAF- quota pari al 50% ... Ltd • CREAF Il membri del Comitato Direttivo verranno nominati con durata di 4 anni. ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale (PBURT/BD),http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2014DG00000000125,Atti della Giunta Regionale,Regione Toscana,,
19/03/14,Centro Ricerche ed Alta Formazione Creaf srl Anticipazione finanziaria Accertamento interessi attivi su anticipazione e penali al 31/03/2014,https://albopretorio.provincia.prato.it/visualizza-dettagli.php?id_albo=201401026,Albo Pretorio,Provincia di Prato,https://archive.org/details/201403199563Principale,
5/5/14,Costituzione del centro di ricerca italo-cinese di cui alla DGR 1258/2011. Approvazione del progetto esecutivo e prenotazione di spesa.Delibera n. 1138 del 17/12/2012 - Allegato: A-progetto esecutivo:... I consorziati fondatori sono: • CREAF- quota pari al 50% ... Ltd • CREAF Il membri del Comitato Direttivo verranno nominati con durata di 4 anni. ...                  Tipo pubblicazione: Atto soggetto a pubblicazione integrale (PBURT/BD),http://www.regione.toscana.it/bancadati/atti/DettaglioAttiG.xml?codprat=2014DG00000000424,Atti della Giunta Regionale,Regione Toscana,,
